,artist_id,track_id
50,3WGpXCj9YhhfX11TToZcXP,7COXchtUOMd6uIT6HvmRaI
51,15UsOTVnJzReFVN1VCnxy4,3ee8Jmje8o58CHK66QrVC2
52,66CXWjxzNUsdJxJ2JdwvnR,4T652DlATVHe0jdLKaN3Bw
53,4MCBfE4596Uoi2O4DtmEMz,5wujBwqG7INdStqGd4tRMX
54,246dkjvS1zLTtiykXe5h60,7dt6x5M1jzdTEt8oCbisTK
55,5CiGnKThu5ctn9pBxv7DGa,7FGq80cy8juXBCD2nrqdWU
56,26VFTg2z8YR0cCuwLzESi2,7FGq80cy8juXBCD2nrqdWU
57,6LuN9FCkKOj5PcnpouEgny,7FGq80cy8juXBCD2nrqdWU
58,6LuN9FCkKOj5PcnpouEgny,6zeeWid2sgw4lap2jV61PZ
59,66CXWjxzNUsdJxJ2JdwvnR,27356GVuMPFWiJSZCragoM
60,1pPmIToKXyGdsCF6LmqLmI,79OEIr4J4FHV0O3KrhaXRb
61,15UsOTVnJzReFVN1VCnxy4,0JP9xo3adEtGSdUEISiszL
62,31W5EY0aAly4Qieq6OFu6I,0jAfdqv18goRTUxm3ilRjb
63,5LHRHt1k9lMyONurDHEdrp,0jAfdqv18goRTUxm3ilRjb
64,4DdkRBBYG6Yk9Ka8tdJ9BW,0jAfdqv18goRTUxm3ilRjb
65,0cGUm45nv7Z6M6qdXYQGTX,7e4KQkp5ZR1gXCAalRjX6B
66,7c0XG5cIJTrrAgEC3ULPiq,7e4KQkp5ZR1gXCAalRjX6B
67,20JZFwl6HVl6yg8a4H3ZqK,1rqqCSm0Qe4I9rUvWncaom
68,6Ad91Jof8Niiw0lGLLi3NW,4mGdjNMo0RonTlOEb7cYg4
69,26VFTg2z8YR0cCuwLzESi2,4mGdjNMo0RonTlOEb7cYg4
70,4exLIFE8sISLr28sqG1qNX,4mGdjNMo0RonTlOEb7cYg4
