,album_id,track_id
0,2fYhqwDWXjbpjaIJPEfKFw,6ocbgoVGwYJhOv1GgI9NsF
1,2fYhqwDWXjbpjaIJPEfKFw,4kV4N9D1iKVxx1KLvtTpjS
2,3XzSOIE6zGLliuqsVGLmUc,2JvzF1RMd7lE3KmFlsyZD8
3,5Dcz8PZHKuvTyjbqEPL5VM,6MWtB6iiXyIwun0YzU6DFP
4,35s58BRTGAEWztPo9WqCIs,3KkXRkHbMCARz0aVfEt68P
5,4wTEUOUuqBaKdExtQdYKfz,44ShclXTOOnYtt5CnCDeGV
6,7naY6j4wcgUxfHB98G79CW,7eBqSVxrzQZtK2mmgRG6lC
7,6UYZEYjpN1DYRW0kqFy9ZE,2IRZnDFmlqMuOrYOLnZZyc
8,007DWn799UWvfY1wwZeENR,2t8yVaLvJ0RenpXUIAC52d
9,2gZmrByp6yiyePHi3dzZ1d,3oh6SCCeLuXhFpEyepla6G
10,2fYhqwDWXjbpjaIJPEfKFw,3e9HZxeyfWwjeyPAMmWSSQ
11,6sUzNE1SPNLBXBCZs3PIAO,4SPu0Ql902hTVXkBoNIYtq
12,58kvvQvx6OtLqEDhqYSzyM,0rTV5WefWd1J3OwIheTzxM
13,0lheRPWdziAtZEiww8TrUO,4NzMOnvSJVNKF7nw5NkXIP
14,2fYhqwDWXjbpjaIJPEfKFw,1TEL6MlSSVLSdhOSddidlJ
15,2yXnY2NiaZk9QiJJittS81,78QR3Wp35dqAhFEc2qAGjE
16,6sUzNE1SPNLBXBCZs3PIAO,7EQpvVujgytLVY8vKiDHAg
17,41GuZcammIkupMPKH2OJ6I,2xLMifQCjDGFmkHkpNLD9h
18,1ypNy6o0C2ZbuuPPYkavVl,63cd4JkwGgYJrbOizbfmsp
19,0zzrCTzvL4ZmR42xF46Afm,5p7ujcrUXASCNwRaWNHR1C
20,5a4sJJ3qjn6hqRsvm0Veso,0PG9fbaaHFHfre2gUVo7AN
21,3r5hf3Cj3EMh1C2saQ8jyt,3Ol2xnObFdKV9pmRD2t9x8
22,2fYhqwDWXjbpjaIJPEfKFw,2hloaUoRonYssMuqLCBLTX
23,5n1GSzC1Reao29ScnpLYqp,0FZ4Dmg8jJJAPJnvBIzD9z
24,3r5hf3Cj3EMh1C2saQ8jyt,1wJRveJZLSb1rjhnUHQiv6
25,78EicdHZr5XBWD7llEZ1Jh,2dpaYNEQHiRxtZbfNsse99
26,2fYhqwDWXjbpjaIJPEfKFw,3wFLWP0FcIqHK1wb1CPthQ
27,2fYhqwDWXjbpjaIJPEfKFw,39LmTF9RgyakzSYX8txrow
28,13yMsBNa2femeWzhcDOqFw,7COXchtUOMd6uIT6HvmRaI
29,15Id9Jrqab8IwHFirdrrLp,1xzBco0xcoJEDXktl7Jxrr
30,3lxvJqSvGR9o3Z402FnY0Z,2MJdgSby3DtSS7bUJx2cly
31,6sUzNE1SPNLBXBCZs3PIAO,4lD7gHKF1e8Y9stQuVezZB
32,1V9oE8bVilClrk5naqyyvL,6Qs4SXO9dwPj5GKvVOv8Ki
33,6tkjU4Umpo79wwkgPMV3nZ,285pBltuF7vW8TeWk8hdRR
34,4TUZUtCiZB4PYIoX20bOeX,14mHfNsSHN0FbLftyjrV9g
35,6tkjU4Umpo79wwkgPMV3nZ,5wujBwqG7INdStqGd4tRMX
36,2drqVzCt52KiDxKgl0Rq0P,2GGMabyHXnJmjY6CXhhB2e
37,2Qxc2NJ7yPKVFRWi3llRr2,6zeeWid2sgw4lap2jV61PZ
38,5xqQtdlJUY7Fg4BMp13LrX,2G1tXoGBaEMJ7FKGnkf6ud
39,7dQ734EW0iLvQfF6vBFNiZ,7FGq80cy8juXBCD2nrqdWU
40,2fYhqwDWXjbpjaIJPEfKFw,4T652DlATVHe0jdLKaN3Bw
41,2Ti79nwTsont5ZHfdxIzAm,3ee8Jmje8o58CHK66QrVC2
42,6trNtQUgC8cgbWcqoMYkOR,7dt6x5M1jzdTEt8oCbisTK
43,2vVelr6IEfPYJQldabM0IJ,79OEIr4J4FHV0O3KrhaXRb
44,26g9o6rTzxnnrD2VNefpye,7e4KQkp5ZR1gXCAalRjX6B
45,3IO8IPjwXuzPJnoaqkwYrj,1fewSx2d5KIZ04wsooEBOz
46,7jY0r3cjoRY6M3IqRb1m7H,4mGdjNMo0RonTlOEb7cYg4
47,3r5hf3Cj3EMh1C2saQ8jyt,0jAfdqv18goRTUxm3ilRjb
48,4sLtOBOzn4s3GDUv3c5oJD,2VxeLyX666F8uXCJ0dZF8B
49,7D7hZbj2cLXwozxYePDF6d,11cDEev79fPKi6uJCjUhu8
