,artist_id,track_id
0,66CXWjxzNUsdJxJ2JdwvnR,6ocbgoVGwYJhOv1GgI9NsF
1,66CXWjxzNUsdJxJ2JdwvnR,4kV4N9D1iKVxx1KLvtTpjS
2,6l3HvQ5sa6mXTsMTB19rO5,2JvzF1RMd7lE3KmFlsyZD8
3,246dkjvS1zLTtiykXe5h60,6MWtB6iiXyIwun0YzU6DFP
4,246dkjvS1zLTtiykXe5h60,3KkXRkHbMCARz0aVfEt68P
5,1zNqQNIdeOUZHb8zbZRFMX,3KkXRkHbMCARz0aVfEt68P
6,4MCBfE4596Uoi2O4DtmEMz,44ShclXTOOnYtt5CnCDeGV
7,1cNDP5yjU5vjeR8qMf4grg,7eBqSVxrzQZtK2mmgRG6lC
8,20sxb77xiYeusSH8cVdatc,2IRZnDFmlqMuOrYOLnZZyc
9,3TVXtAsR1Inumwj472S9r4,2IRZnDFmlqMuOrYOLnZZyc
10,1URnnhqYAYcrqrcwql10ft,2t8yVaLvJ0RenpXUIAC52d
11,3Fl1V19tmjt57oBdxXKAjJ,3oh6SCCeLuXhFpEyepla6G
12,66CXWjxzNUsdJxJ2JdwvnR,3e9HZxeyfWwjeyPAMmWSSQ
13,66CXWjxzNUsdJxJ2JdwvnR,4SPu0Ql902hTVXkBoNIYtq
14,6LuN9FCkKOj5PcnpouEgny,0rTV5WefWd1J3OwIheTzxM
15,6nS5roXSAGhTGr34W6n7Et,0rTV5WefWd1J3OwIheTzxM
16,6qqNVTkY8uBg9cP3Jd7DAH,4NzMOnvSJVNKF7nw5NkXIP
17,66CXWjxzNUsdJxJ2JdwvnR,1TEL6MlSSVLSdhOSddidlJ
18,5f7VJjfbwm532GiveGC0ZK,78QR3Wp35dqAhFEc2qAGjE
19,2hlmm7s2ICUX0LVIhVFlZQ,78QR3Wp35dqAhFEc2qAGjE
20,66CXWjxzNUsdJxJ2JdwvnR,7EQpvVujgytLVY8vKiDHAg
21,0Y5tJX1MQlPlqiwlOH1tJY,2xLMifQCjDGFmkHkpNLD9h
22,0YinUQ50QDB7ZxSCLyQ40k,63cd4JkwGgYJrbOizbfmsp
23,6oMuImdp5ZcFhWP0ESe6mG,63cd4JkwGgYJrbOizbfmsp
24,26VFTg2z8YR0cCuwLzESi2,5p7ujcrUXASCNwRaWNHR1C
25,4kYSro6naA4h99UJvo89HB,0PG9fbaaHFHfre2gUVo7AN
26,0du5cEVh5yTK9QJze8zA0C,0PG9fbaaHFHfre2gUVo7AN
27,31W5EY0aAly4Qieq6OFu6I,3Ol2xnObFdKV9pmRD2t9x8
28,66CXWjxzNUsdJxJ2JdwvnR,2hloaUoRonYssMuqLCBLTX
29,46SHBwWsqBkxI7EeeBEQG7,0FZ4Dmg8jJJAPJnvBIzD9z
30,4DdkRBBYG6Yk9Ka8tdJ9BW,0FZ4Dmg8jJJAPJnvBIzD9z
31,0Y5tJX1MQlPlqiwlOH1tJY,0FZ4Dmg8jJJAPJnvBIzD9z
32,31W5EY0aAly4Qieq6OFu6I,1wJRveJZLSb1rjhnUHQiv6
33,7gZfnEnfiaHzxARJ2LeXrf,1wJRveJZLSb1rjhnUHQiv6
34,64KEffDW9EtZ1y2vBYgq8T,2dpaYNEQHiRxtZbfNsse99
35,7EQ0qTo7fWT7DPxmxtSYEc,2dpaYNEQHiRxtZbfNsse99
36,66CXWjxzNUsdJxJ2JdwvnR,3wFLWP0FcIqHK1wb1CPthQ
37,66CXWjxzNUsdJxJ2JdwvnR,39LmTF9RgyakzSYX8txrow
38,5JZ7CnR6gTvEMKX4g70Amv,7COXchtUOMd6uIT6HvmRaI
39,3WGpXCj9YhhfX11TToZcXP,7COXchtUOMd6uIT6HvmRaI
40,2RDOrhPqAM4jzTRCEb19qX,1xzBco0xcoJEDXktl7Jxrr
41,4DdkRBBYG6Yk9Ka8tdJ9BW,2MJdgSby3DtSS7bUJx2cly
42,66CXWjxzNUsdJxJ2JdwvnR,4lD7gHKF1e8Y9stQuVezZB
43,2wY79sveU1sp5g7SokKOiI,6Qs4SXO9dwPj5GKvVOv8Ki
44,2cWZOOzeOm4WmBJRnD5R7I,6Qs4SXO9dwPj5GKvVOv8Ki
45,4MCBfE4596Uoi2O4DtmEMz,285pBltuF7vW8TeWk8hdRR
46,2HUwZ0kumzCSlhFcjFZfpp,14mHfNsSHN0FbLftyjrV9g
47,4MCBfE4596Uoi2O4DtmEMz,5wujBwqG7INdStqGd4tRMX
48,4kYSro6naA4h99UJvo89HB,2GGMabyHXnJmjY6CXhhB2e
49,6LuN9FCkKOj5PcnpouEgny,6zeeWid2sgw4lap2jV61PZ
